L1,L2,L3,L4,L5,L6,L7,L8,L_sum,R1,R2,R3,R4,R5,R6,R7,R8,R_sum,label
1.36,1.7,1.11,2.04,1.63,1.44,0.77,0.77,10.82,1.7,1.36,1.45,2.13,1.73,1.73,3.54,1.73,15.370000000000001,1
1.02,1.02,1.11,1.62,1.06,0.96,5.65,9.76,22.2,1.7,1.36,1.45,2.13,1.73,1.73,3.54,1.73,15.370000000000001,1
1.7,1.96,1.53,3.66,1.06,0.77,7.65,10.9,29.230000000000004,1.5823529411764705,1.4823529411764707,2.8852941176470592,2.8876470588235295,1.5041176470588236,1.5935294117647059,7.723529411764707,4.384117647058824,24.042941176470592,1
2.21,2.72,5.95,4.76,1.15,0.77,8.23,11.67,37.46,1.45,1.62,4.5,3.74,1.25,1.44,12.43,7.37,33.800000000000004,1
2.72,3.66,9.94,5.61,1.34,0.77,7.17,10.43,41.64,1.45,1.62,4.5,3.74,1.25,1.44,12.43,7.37,33.800000000000004,1
3.15,5.01,11.81,6.12,1.44,0.67,5.65,8.9,42.75,1.9641176470588237,2.824117647058824,10.588235294117649,4.8291176470588235,1.1823529411764704,1.5685294117647057,10.880882352941176,5.036176470588234,38.87352941176471,1
3.66,6.8,13.25,6.29,1.34,0.58,3.92,7.56,43.4,2.4200000000000004,3.6100000000000003,14.27,5.597058823529411,1.228235294117647,1.5105882352941176,9.468823529411765,3.6852941176470586,41.79,1
4.33,8.66,14.61,6.29,1.25,0.58,2.78,6.31,44.81,2.72,3.91,15.37,5.95,1.34,1.34,8.51,3.35,42.49,1
5.1,11.3,17.32,6.29,1.25,0.77,2.11,5.36,49.5,2.72,3.91,15.37,5.95,1.34,1.34,8.51,3.35,42.49,1
6.03,13.84,18.68,6.29,1.15,0.96,0.87,3.92,51.74,2.985588235294118,4.4350000000000005,16.055588235294117,6.16,1.34,1.34,7.3920588235294105,3.1708823529411765,42.87911764705882,1
7.65,16.31,19.11,6.03,1.15,0.96,0.58,2.3,54.09,3.178235294117647,5.5082352941176485,16.776470588235295,6.258235294117647,1.3082352941176472,1.4776470588235298,5.888235294117646,2.992941176470588,43.38823529411764,1
9.0,17.41,19.11,5.69,1.15,0.87,0.67,1.63,55.53,3.267941176470589,7.030000000000002,17.40294117647059,6.185,1.25,1.7467647058823532,4.332941176470587,2.853235294117647,44.068823529411766,1
10.79,17.07,18.68,4.59,1.34,1.06,0.87,1.06,55.459999999999994,3.584117647058824,8.280000000000001,18.094117647058827,6.0600000000000005,1.25,1.8864705882352941,3.7741176470588234,2.7135294117647057,45.642352941176476,1
11.3,15.29,11.38,1.45,1.63,1.06,0.96,0.48,43.550000000000004,3.945,9.384705882352941,18.545,5.9350000000000005,1.25,1.9702941176470588,3.690294117647059,2.6297058823529413,47.35,1
4.76,6.88,4.25,1.36,1.44,1.15,1.06,0.29,21.19,4.543529411764707,9.896470588235294,19.243529411764708,5.486470588235293,1.3323529411764707,1.868823529411764,3.7594117647058822,2.4752941176470586,48.60588235294117,1
0.85,1.36,1.02,1.45,1.15,1.25,1.06,0.2,8.34,5.447352941176471,9.532647058823525,20.304999999999996,4.539999999999997,1.53,1.5273529411764704,3.83,2.1888235294117644,48.90117647058822,1
1.02,1.53,0.77,1.62,1.44,1.25,1.15,0.29,9.07,5.631176470588236,7.848823529411762,18.429999999999996,3.2899999999999987,1.53,1.461176470588235,3.83,1.9094117647058821,43.93058823529411,1
1.19,1.53,0.68,1.7,1.53,1.34,1.15,0.39,9.51,5.82,6.035,13.16,2.295,1.58,1.535,3.875,1.82,36.120000000000005,1
1.28,1.62,0.77,1.87,1.63,1.44,1.15,0.39,10.15,5.069999999999997,4.1999999999999975,7.292352941176466,1.7,1.6064705882352939,1.6747058823529413,3.9435294117647057,1.7752941176470587,27.26235294117646,1
