L1,L2,L3,L4,L5,L6,L7,L8,L_sum,R1,R2,R3,R4,R5,R6,R7,R8,R_sum,label
3.15,2.04,0.6,1.45,1.34,0.58,0.67,0.0,9.829999999999998,1.19,1.62,0.43,1.28,1.34,2.97,1.15,0.58,10.56,0
3.23,1.96,0.6,1.45,1.34,0.58,0.67,0.0,9.829999999999998,1.19,1.3676470588235294,0.17764705882352938,0.6976470588235295,0.6897058823529412,2.2226470588235294,8.477941176470587,10.975,25.798235294117646,0
3.32,1.96,0.6,1.28,1.44,0.67,0.67,0.0,9.94,1.19,1.36,0.65,2.364705882352941,0.49117647058823527,2.651764705882353,14.46,10.838235294117647,34.00588235294118,0
3.4,1.96,0.68,1.19,1.44,0.67,0.77,0.0,10.11,0.88,3.612058823529411,5.175,5.4879411764705885,0.48,3.4641176470588233,15.695294117647059,11.247647058823528,46.04205882352941,0
3.49,2.04,0.68,1.19,1.53,0.67,0.87,0.0,10.47,0.85,3.83,5.61,5.78,0.48,3.54,15.78,11.29,47.16,0
3.49,1.45,0.6,1.28,0.67,0.58,3.83,12.43,24.33,1.071764705882353,7.94970588235294,11.75970588235294,8.236470588235292,0.7273529411764705,6.474117647058822,12.513235294117647,10.633235294117647,59.36558823529411,0
3.4,1.45,1.28,2.98,0.96,0.2,12.72,21.71,44.699999999999996,1.1758823529411764,9.434117647058823,14.294117647058822,9.36,0.77,6.823529411764706,9.042941176470588,5.79294117647059,56.6935294117647,0
3.57,0.85,2.81,8.66,1.06,3.16,12.72,19.89,52.72,1.5314705882352941,11.085,15.825,9.915,0.9208823529411765,5.725882352941177,2.7261764705882365,3.34264705882353,51.07205882352942,0
3.4,1.62,7.82,10.96,1.15,6.22,11.19,19.51,61.870000000000005,1.62,13.28235294117647,17.891176470588235,9.828823529411764,1.1052941176470588,4.065882352941177,1.0282352941176471,2.4576470588235293,51.27941176470588,0
3.4,3.15,12.49,12.4,1.06,8.04,8.8,17.12,66.46000000000001,2.053823529411764,15.156176470588234,20.238823529411764,9.328823529411766,1.289705882352941,3.4267647058823534,1.1732352941176467,1.5941176470588243,54.2614705882353,0
3.49,4.08,13.93,13.25,0.96,8.32,7.27,12.62,63.92,2.9299999999999993,15.206470588235295,21.729999999999997,8.457058823529412,1.34,3.081764705882353,1.25,1.0082352941176473,55.00352941176471,0
3.66,4.0,14.35,13.76,0.87,7.37,5.36,11.95,61.31999999999999,3.5749999999999997,14.225,22.54,6.9491176470588245,1.150588235294118,2.5167647058823532,1.1823529411764706,0.8023529411764707,52.94117647058824,0
3.74,4.5,15.2,13.5,0.87,5.84,3.06,9.76,56.47,3.5782352941176474,12.086470588235295,21.931764705882355,4.998235294117649,1.3641176470588232,2.358235294117647,1.214705882352941,0.7052941176470588,48.237058823529416,0
3.91,9.6,16.98,13.25,0.87,4.31,0.39,4.69,54.0,2.699411764705883,8.820000000000002,15.402352941176474,3.6200000000000006,1.7708823529411764,2.5135294117647056,1.3055882352941177,0.4970588235294119,36.62882352941177,0
4.33,16.73,22.93,13.5,0.77,2.68,0.2,1.53,62.67,1.8100000000000003,4.695882352941178,6.8929411764705915,1.9829411764705889,1.6376470588235295,2.701764705882353,1.34,0.21941176470588244,21.280588235294125,0
5.95,21.23,22.33,11.13,0.87,1.34,0.2,0.58,63.63,1.53,2.81,3.57,1.11,1.44,2.78,1.34,0.1,14.68,0
9.34,22.59,23.61,7.48,1.15,0.48,0.48,0.1,65.22999999999999,1.3076470588235296,2.27,2.1300000000000003,1.0623529411764707,1.4876470588235293,2.8276470588235294,1.4405882352941177,0.20058823529411762,12.726470588235296,0
8.07,19.53,21.23,5.27,1.25,0.2,0.67,0.0,56.22,1.11,1.79,0.725,1.02,1.63,2.965,1.58,0.29,11.110000000000001,0
0.0,3.49,5.95,2.3,0.87,0.29,0.39,0.0,13.29,1.0676470588235296,1.7476470588235296,0.6,1.0623529411764705,1.73,3.01764705882353,1.6770588235294115,0.29,11.192352941176472,0
1.87,2.3,1.62,1.87,1.15,0.39,0.58,0.0,9.780000000000001,1.02,1.7,0.5602941176470588,1.11,1.7697058823529412,2.97,1.6858823529411764,0.3341176470588235,11.15,0
2.72,2.13,1.02,1.53,1.25,0.39,0.67,0.0,9.709999999999999,1.0570588235294116,1.7,0.47705882352941187,1.11,1.82,2.97,1.63,0.42705882352941166,11.191176470588236,0
3.15,2.13,0.77,1.28,1.25,0.48,0.67,0.0,9.729999999999999,1.0755882352941177,1.7650000000000001,0.4605882352941177,1.1405882352941177,1.82,3.0044117647058823,1.63,0.48,11.376176470588236,0
3.32,2.13,0.6,1.19,1.34,0.48,0.67,0.0,9.73,1.051764705882353,1.9017647058823528,0.48176470588235304,1.2217647058823529,1.82,3.06,1.6652941176470586,0.4482352941176472,11.650588235294117,0
3.4,2.04,0.6,1.02,1.34,0.58,0.67,0.0,9.649999999999999,1.11,1.7399999999999995,0.3749999999999999,1.2249999999999999,1.5126470588235288,2.998529411764706,1.3255882352941168,1.2247058823529429,11.511470588235294,0
3.57,2.04,0.68,0.94,1.44,0.48,0.77,0.0,9.92,1.11,1.28,0.26,1.11,0.87,2.87,0.48,2.97,10.950000000000001,0
3.57,2.04,0.68,0.85,1.44,0.58,0.77,0.0,9.93,1.1311764705882354,1.3011764705882354,0.23617647058823524,1.0199999999999998,0.8170588235294116,2.541764705882352,3.7464705882353044,5.701764705882361,16.495588235294136,0
3.57,1.79,0.6,0.94,1.25,0.58,0.48,1.06,10.27,1.0911764705882356,1.9011764705882335,1.8499999999999939,2.308823529411759,0.625294117647059,3.204117647058818,13.132941176470588,12.998235294117647,37.11176470588234,0
3.57,1.53,0.77,1.36,0.77,0.39,10.14,18.74,37.269999999999996,0.77,3.66,7.31,7.31,0.48,8.32,14.15,12.05,54.05,0
3.66,0.94,1.87,4.42,0.96,0.29,13.29,20.75,46.18,0.7999999999999999,4.048235294117646,8.04411764705882,8.028235294117644,0.4641176470588236,9.078823529411762,12.935882352941181,11.307058823529415,54.70647058823529,0
3.4,3.66,5.44,6.71,0.96,1.25,13.48,19.51,54.410000000000004,0.951764705882353,5.873235294117648,11.606764705882355,11.543235294117649,0.4032352941176472,12.465588235294115,6.356764705882345,7.194411764705877,56.39499999999998,0
3.15,12.23,9.43,5.44,1.25,0.48,13.29,19.51,64.78,1.02,5.95,12.4,12.49,0.48,11.57,1.06,3.45,48.42,0
3.32,16.73,10.19,4.17,1.44,0.67,11.86,17.4,65.78,1.0129411764705882,6.40705882352942,12.977058823529422,12.39205882352941,0.5144117647058829,10.912647058823518,1.0511764705882352,3.28941176470588,48.55676470588236,0
3.66,17.58,10.79,3.4,1.53,0.77,9.37,13.1,60.2,0.9647058823529411,11.454705882352942,19.16470588235294,11.32529411764706,0.87,4.052352941176471,0.9711764705882352,1.5794117647058825,50.38235294117647,0
4.33,19.53,11.3,3.4,1.53,0.87,7.94,11.48,60.38,1.390000000000002,16.639999999999997,22.78,10.404999999999998,0.8726470588235296,2.9473529411764696,1.1473529411764702,0.7670588235294116,56.94941176470588,0
5.86,21.23,17.32,4.08,1.53,0.96,5.65,9.28,65.91,2.38,16.31,23.44,8.92,0.96,2.2,1.06,0.67,55.94,0
8.16,21.23,18.09,5.61,1.53,0.87,0.29,1.06,56.84,2.3023529411764705,14.737647058823532,23.44,7.687352941176473,0.96,1.462352941176472,1.1473529411764702,0.5826470588235295,52.31970588235295,0
8.66,21.91,18.43,3.66,1.73,0.87,0.1,0.0,55.36,1.7352941176470607,9.49470588235296,20.080000000000013,6.690000000000003,1.2329411764705873,1.524705882352941,1.244117647058823,0.58,42.581764705882385,0
7.9,19.53,15.46,2.64,1.73,0.77,0.48,0.0,48.51,1.3899999999999992,4.8391176470588135,7.95323529411762,4.687941176470584,1.8608823529411778,1.712352941176471,1.332058823529412,0.4067647058823526,24.18235294117643,0
2.47,15.97,7.56,2.89,1.92,0.77,0.58,0.0,32.160000000000004,1.36,2.249411764705881,3.12941176470588,2.5588235294117636,1.2405882352941173,1.8094117647058825,1.2605882352941176,0.3017647058823529,13.909999999999995,0
0.68,7.99,7.05,0.34,1.06,0.77,0.58,0.0,18.47,1.0700000000000005,2.028235294117647,1.2582352941176491,2.0100000000000002,1.3120588235294115,1.9052941176470586,1.4120588235294114,0.29,11.28588235294118,0
0.94,2.04,1.79,0.68,1.25,0.87,0.39,0.0,7.960000000000001,0.9541176470588237,1.9741176470588238,0.6741176470588248,1.96,1.4964705882352936,1.994117647058823,1.5141176470588233,0.37235294117647033,10.939411764705882,0
2.38,1.11,1.19,0.68,1.34,0.77,0.58,0.0,8.05,0.94,2.0235294117647062,0.5285294117647057,1.96,1.6094117647058825,2.01,1.6094117647058825,0.4614705882352943,11.14235294117647,0
2.81,1.02,0.85,0.68,1.44,0.87,0.67,0.0,8.34,0.94,1.91,0.51,1.96,1.7064705882352942,2.01,1.63,0.41117647058823525,11.077647058823528,0
3.06,0.85,0.77,0.68,1.44,0.87,0.67,0.0,8.34,0.9988235294117647,1.87,0.45117647058823535,1.893823529411765,1.73,2.083529411764706,1.7035294117647057,0.4561764705882352,11.187058823529412,0
3.23,0.85,0.68,0.6,1.44,0.87,0.58,0.0,8.25,1.02,1.9335294117647057,0.3664705882352943,1.9335294117647057,1.6594117647058826,2.11,1.5888235294117652,0.41647058823529437,11.028235294117648,0
3.32,0.77,0.6,0.51,1.53,0.87,0.67,0.0,8.27,1.02,1.96,0.40088235294117675,1.96,1.63,2.11,1.6652941176470595,0.45088235294117673,11.197058823529414,0
3.4,0.77,0.6,0.43,1.53,0.96,0.67,0.0,8.36,1.0782352941176472,1.8499999999999999,0.37176470588235283,1.96,1.2611764705882345,2.0452941176470585,1.044117647058822,1.1011764705882365,10.71176470588235,0
3.23,0.6,0.6,0.6,1.25,0.87,0.39,0.48,8.02,1.0544117647058824,1.79,0.2905882352941177,1.6944117647058825,0.8808823529411767,1.3614705882352944,6.871176470588232,7.641176470588231,21.584117647058818,0
3.32,0.68,0.77,1.36,0.87,0.87,8.32,14.54,30.729999999999997,0.9729411764705884,1.737058823529412,0.7070588235294102,2.5299999999999967,0.599411764705883,1.4658823529411746,12.568823529411759,10.409411764705887,30.99058823529411,0
3.23,0.6,1.79,4.5,1.06,0.39,12.34,19.12,43.03,0.8897058823529415,4.78470588235292,3.0597058823529273,4.224705882352934,0.535882352941176,1.9820588235294105,15.792352941176457,10.459117647058818,41.72823529411759,0
